ID,Age,Education_level,Sexe,Country,Ethnicity,drug_names,Drug_uses
1056,25-34,A quitté l'école à 16 ans,Masculin,Royaume-Uni,Blanc,Amphet,Utilisé au cours de la dernière décennie
1057,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière décennie
1058,35-44,A quitté l'école à 18 ans,Femme,États-Unis,Blanc,Amphet,utilisé la semaine dernière
1059,18-24,Diplôme universitaire,Masculin,États-Unis,Blanc,Amphet,Utilisé au cours du mois dernier
1061,45-54,Maitrise,Femme,Autres,Blanc,Amphet,Utilisé depuis une décennie
1064,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière décennie
1065,25-34,Maitrise,Masculin,Autres,Autre,Amphet,Utilisé au cours du mois dernier
1079,25-34,Diplôme universitaire,Femme,États-Unis,Blanc,Amphet,Utilisé depuis une décennie
1086,18-24,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Amphet,Utilisé au cours de la dernière décennie
1088,35-44,Certificat/diplôme professionnel,Masculin,Canada,Blanc,Amphet,Utilisé au cours de la dernière décennie
1091,25-34,Maitrise,Femme,États-Unis,Blanc,Amphet,Utilisé le dernier jour
1092,25-34,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Amphet,Utilisé au cours de la dernière décennie
1094,45-54,A quitté l'école à 16 ans,Femme,Royaume-Uni,Blanc,Amphet,Utilisé au cours de la dernière année
1095,18-24,Diplôme universitaire,Masculin,Australie,Blanc,Amphet,Utilisé au cours du mois dernier
1096,25-34,Diplôme universitaire,Femme,Australie,Blanc,Amphet,Utilisé au cours de la dernière décennie
1099,18-24,A quitté l'école à 18 ans,Masculin,Royaume-Uni,Blanc,Amphet,Utilisé au cours de la dernière décennie
1100,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière décennie
1102,18-24,Maitrise,Femme,Royaume-Uni,Blanc,Amphet,Utilisé au cours de la dernière décennie
1103,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,Amphet,Utilisé au cours du mois dernier
1107,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,Amphet,Utilisé au cours de la dernière année
1109,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Autres,Blanc,Amphet,Utilisé au cours de la dernière année
1110,18-24,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Amphet,Utilisé au cours du mois dernier
1111,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,Amphet,utilisé la semaine dernière
1112,45-54,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière année
1114,45-54,Doctorat,Masculin,États-Unis,Blanc,Amphet,Utilisé le dernier jour
1117,45-54,A quitté l'école à 16 ans,Masculin,Royaume-Uni,Blanc,Amphet,Utilisé depuis une décennie
1119,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,Utilisé au cours du mois dernier
1120,25-34,Diplôme universitaire,Femme,États-Unis,Blanc,Amphet,Utilisé le dernier jour
1121,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,utilisé la semaine dernière
1122,25-34,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Amphet,Utilisé au cours de la dernière décennie
1123,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,utilisé la semaine dernière
1124,18-24,A quitté l'école à 16 ans,Masculin,Canada,Blanc,Amphet,Utilisé au cours de la dernière décennie
1125,25-34,Certificat/diplôme professionnel,Masculin,Royaume-Uni,Blanc,Amphet,Utilisé le dernier jour
1126,25-34,A quitté l'école à 18 ans,Masculin,Royaume-Uni,Blanc,Amphet,Utilisé au cours de la dernière décennie
1127,25-34,Certificat/diplôme professionnel,Masculin,États-Unis,Blanc,Amphet,Utilisé au cours du mois dernier
1128,55-64,A quitté l'école à 17 ans,Masculin,États-Unis,Blanc,Amphet,Utilisé depuis une décennie
1129,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière année
1130,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,utilisé la semaine dernière
1132,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,Amphet,Utilisé au cours de la dernière année
1134,25-34,Maitrise,Masculin,Nouvelle-Zelande,Blanc,Amphet,Utilisé au cours de la dernière décennie
1135,35-44,Certificat/diplôme professionnel,Masculin,Australie,Blanc,Amphet,Utilisé au cours de la dernière année
1136,18-24,Maitrise,Masculin,États-Unis,Blanc,Amphet,utilisé la semaine dernière
1137,18-24,A quitté l'école à 18 ans,Masculin,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière année
1140,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière année
1141,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière décennie
1142,25-34,Diplôme universitaire,Femme,Australie,Blanc,Amphet,Utilisé au cours de la dernière décennie
1143,35-44,Certificat/diplôme professionnel,Masculin,États-Unis,Blanc,Amphet,Utilisé depuis une décennie
1144,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière année
1145,45-54,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Amphet,Utilisé depuis une décennie
1146,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,République d'Irlande,Blanc,Amphet,Utilisé au cours du mois dernier
1147,25-34,Maitrise,Masculin,États-Unis,Blanc,Amphet,Utilisé le dernier jour
1148,25-34,Diplôme universitaire,Masculin,États-Unis,Blanc,Amphet,Utilisé le dernier jour
1149,35-44,Certificat/diplôme professionnel,Masculin,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière année
1150,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,Utilisé au cours du mois dernier
1151,45-54,A quitté l'école à 18 ans,Femme,Australie,Blanc,Amphet,Utilisé le dernier jour
1152,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,Utilisé le dernier jour
1153,35-44,Diplôme universitaire,Femme,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière année
1155,18-24,A quitté l'école à 18 ans,Masculin,Autres,Blanc,Amphet,Utilisé au cours de la dernière année
1156,18-24,Maitrise,Femme,Royaume-Uni,Blanc,Amphet,Utilisé au cours de la dernière décennie
1157,18-24,Doctorat,Masculin,Royaume-Uni,Blanc,Amphet,Utilisé au cours de la dernière décennie
1158,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Blanc,Amphet,Utilisé au cours de la dernière décennie
1159,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Royaume-Uni,Blanc,Amphet,utilisé la semaine dernière
1160,45-54,Certificat/diplôme professionnel,Masculin,République d'Irlande,Blanc,Amphet,Utilisé au cours de la dernière décennie
1161,25-34,Diplôme universitaire,Femme,Canada,Blanc,Amphet,Utilisé au cours de la dernière décennie
1162,18-24,A quitté l'école à 17 ans,Masculin,États-Unis,Autre,Amphet,Utilisé le dernier jour
1163,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière année
1165,25-34,A quitté l'école à 17 ans,Masculin,Australie,Blanc,Amphet,utilisé la semaine dernière
1168,25-34,Diplôme universitaire,Masculin,États-Unis,Blanc,Amphet,Utilisé depuis une décennie
1169,18-24,A quitté l'école à 18 ans,Masculin,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière décennie
1170,45-54,Certificat/diplôme professionnel,Masculin,États-Unis,Blanc,Amphet,Utilisé le dernier jour
1173,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière année
1175,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Autre,Amphet,utilisé la semaine dernière
1176,25-34,Maitrise,Masculin,États-Unis,Blanc,Amphet,Utilisé le dernier jour
1177,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Autre,Amphet,Utilisé au cours de la dernière année
1178,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,Amphet,Utilisé au cours de la dernière décennie
1180,25-34,Maitrise,Femme,États-Unis,Blanc,Amphet,Utilisé le dernier jour
1181,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière année
1183,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Autres,Blanc,Amphet,Utilisé au cours de la dernière année
1184,25-34,Certificat/diplôme professionnel,Femme,Australie,Blanc,Amphet,Utilisé au cours de la dernière année
1185,18-24,Diplôme universitaire,Masculin,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière année
1186,45-54,A quitté l'école à 16 ans,Masculin,États-Unis,Blanc,Amphet,Utilisé depuis une décennie
1187,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,utilisé la semaine dernière
1190,55-64,Doctorat,Femme,États-Unis,Blanc,Amphet,Utilisé depuis une décennie
1191,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Canada,Blanc,Amphet,Utilisé au cours du mois dernier
1193,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Amphet,Utilisé le dernier jour
1194,18-24,A quitté l'école à 18 ans,Masculin,Canada,Blanc,Amphet,Utilisé le dernier jour
1195,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière année
1196,35-44,Diplôme universitaire,Masculin,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière décennie
1197,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière année
1198,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière année
1199,25-34,Diplôme universitaire,Masculin,Canada,Blanc,Amphet,Utilisé le dernier jour
1203,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,Utilisé au cours du mois dernier
1205,18-24,A quitté l'école à 18 ans,Masculin,États-Unis,Blanche/Asiatique,Amphet,Utilisé au cours de la dernière année
1206,25-34,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière décennie
1210,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Canada,Mixte-Blanc/Noir,Amphet,Utilisé au cours de la dernière année
1211,45-54,Diplôme universitaire,Masculin,Australie,Blanc,Amphet,Utilisé au cours du mois dernier
1214,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Canada,Blanc,Amphet,Utilisé le dernier jour
1215,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,Australie,Blanc,Amphet,Utilisé au cours du mois dernier
1217,25-34,Certificat/diplôme professionnel,Masculin,États-Unis,Blanc,Amphet,Utilisé le dernier jour
1218,18-24,Certificat/diplôme professionnel,Masculin,Canada,Blanc,Amphet,Utilisé au cours du mois dernier
1219,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,Utilisé au cours du mois dernier
1220,25-34,Maitrise,Femme,États-Unis,Blanc,Amphet,utilisé la semaine dernière
1222,18-24,Certificat/diplôme professionnel,Femme,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière année
1223,18-24,A quitté l'école à 18 ans,Femme,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière année
1224,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière année
1226,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière décennie
1227,18-24,Diplôme universitaire,Masculin,États-Unis,Blanc,Amphet,utilisé la semaine dernière
1228,25-34,Diplôme universitaire,Femme,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière année
1229,35-44,A quitté l'école à 16 ans,Masculin,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière décennie
1231,18-24,A quitté l'école à 18 ans,Femme,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière année
1232,18-24,Diplôme universitaire,Femme,Autres,Autre,Amphet,Utilisé au cours de la dernière décennie
1234,18-24,Diplôme universitaire,Masculin,Royaume-Uni,Blanc,Amphet,Utilisé au cours du mois dernier
1235,18-24,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Masculin,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière décennie
1236,55-64,Maitrise,Masculin,États-Unis,Blanc,Amphet,Utilisé depuis une décennie
1239,25-34,A quitté l'école à 18 ans,Masculin,États-Unis,Blanc,Amphet,Utilisé au cours de la dernière décennie
1241,45-54,"Quelques études collégiales ou universitaires, sans certificat ni diplôme",Femme,Royaume-Uni,Blanc,Amphet,Utilisé depuis une décennie
1243,25-34,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Amphet,Utilisé au cours de la dernière décennie
1245,25-34,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Amphet,Utilisé au cours de la dernière année
1252,45-54,Doctorat,Femme,Royaume-Uni,Blanche/Asiatique,Amphet,Utilisé depuis une décennie
1261,45-54,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Amphet,Utilisé depuis une décennie
1263,25-34,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Amphet,Utilisé depuis une décennie
1267,25-34,Maitrise,Femme,Royaume-Uni,Blanc,Amphet,Utilisé au cours de la dernière décennie
1269,35-44,Diplôme universitaire,Femme,Royaume-Uni,Blanc,Amphet,Utilisé au cours de la dernière décennie
1271,25-34,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Amphet,Utilisé au cours de la dernière décennie
1275,35-44,Maitrise,Femme,Royaume-Uni,Blanc,Amphet,Utilisé depuis une décennie
1276,45-54,Certificat/diplôme professionnel,Femme,Royaume-Uni,Blanc,Amphet,Utilisé le dernier jour
